pair_id,para_id,sent_id,complex,label,simple,simp_sent_id,doc_pos,doc_quint,doc_len
CD005512,1,7,"Some of our outcomes of interest were not measured in the studies: time to restoration failure or retreatment, patient satisfaction and costs.",rephrase,"['Some of our outcomes of interest were not measured in any of the studies: these included time to restoration failure or retreatment, patient satisfaction and costs.']",6,0.3809523809523809,2,21
CD005512,3,12,"Discomfort associated with the procedure was lower for crowns fitted using the Hall Technique than for fillings (RR 0.56, 95% CI 0.36 to 0.87; 381 teeth) (moderate quality evidence).",rephrase,['There is moderate quality evidence that crowns fitted using the Hall Technique are less likely to cause abscesses and pain than fillings.'],8,0.6190476190476191,4,21
CD005512,5,14,"Crowns versus non-restorative caries treatment
Only one study compared PMCs (fitted with the Hall Technique) with non-restorative caries treatment; the evidence quality was very low and we are therefore we are uncertain about the estimates.",rephrase,"['The evidence comparing preformed crowns with non-restorative caries management, and comparing preformed metal crowns with preformed white crowns, is very low quality so we do not know which is better.']",9,0.7142857142857143,4,21
CD005512,7,17,"Crowns placed on primary molar teeth with carious lesions, or following pulp treatment, are likely to reduce the risk of major failure or pain in the long term compared to fillings.",rephrase,"['Crowns placed on primary molar teeth with decay, or that have had pulp treatment, are likely to reduce the risk of major failure or pain in the long term compared to fillings.']",10,0.8571428571428571,5,21
CD005512,7,18,Crowns fitted using the Hall Technique may reduce discomfort at the time of treatment compared to fillings.,rephrase,['Crowns fitted using the Hall Technique may reduce discomfort at the time of treatment compared to fillings.'],11,0.9047619047619048,5,21
CD005547,0,0,We included a total of six trials (24 reports) that randomised 7873 pregnant women.,rephrase,['We searched for evidence in March 2021 and identified six randomised controlled studies (in 24 reports) that included 7873 pregnant women.'],0,0.0666666666666666,1,15
CD005547,0,1,"All of the included trials were conducted in antenatal clinics within hospitals in LMICs (Uganda, Nigeria, Peru, India, Sierra Leone and Tanzania).",rephrase,"['All of the included studies were conducted in antenatal clinics within hospitals in LMICs (Uganda, Nigeria, Peru, India, Sierra Leone and Tanzania).']",1,0.1333333333333333,1,15
CD005547,1,6,"Analysis suggests that administration of a single dose of antihelminthics in the second trimester of pregnancy may reduce maternal anaemia by 15% (average risk ratio (RR) 0.85, 95% confidence interval (CI) 0.72 to 1.00; I²= 86%; 5 trials, 5745 participants; low-certainty evidence).",rephrase,['Evidence from five trials (5745 women) suggests that deworming using a single dose of antihelminthics in the second trimester of pregnancy may reduce maternal anaemia (low-certainty evidence).'],2,0.4666666666666667,3,15
CD005547,1,7,"We are uncertain of the effect of antihelminthics during pregnancy on preterm birth (RR 0.84, 95% CI 0.38 to 1.86; 1 trial, 1042 participants; low-certainty evidence) or perinatal mortality (RR 1.01, 95% CI 0.67 to 1.52; 3 trials, 3356 participants; low-certainty evidence).",rephrase,"['We are uncertain about the effects on preterm birth (1042 women in 1 study) or perinatal mortality (3356 women in 3 studies), with low-certainty evidence for both outcomes.']",3,0.5333333333333333,3,15
CD005547,2,8,"We are uncertain of the effect of antihelminthics during pregnancy on hookworm (average RR 0.31, 95% CI 0.05 to 1.93; Tau² = 1.76, I² = 99%; 2 trials, 2488 participants; low-certainty evidence).",rephrase,['The number of women with worms was reduced (2488 women in 2 studies; low-certainty evidence).'],4,0.6,3,15
CD005547,2,10,"Antihelminthics during pregnancy probably make little or no difference to LBW (RR 0.89, 95% CI 0.69 to 1.16; 3 trials, 2960 participants; moderate-certainty evidence) and birthweight (mean difference 0.00 kg, 95% CI -0.03 kg to 0.04 kg; 3 trials, 2960 participants; moderate-certainty evidence).",rephrase,"['Antihelminthics probably make little or no difference to LBW babies (3301 women in 4 studies) or birthweight (3301 women in 4 studies), with moderate-certainty evidence for both outcomes.']",5,0.7333333333333333,4,15
CD005547,3,11,The evidence suggests that administration of a single dose of antihelminthics in the second trimester of pregnancy may reduce maternal anaemia and worm prevalence when used in settings with high prevalence of maternal helminthiasis.,rephrase,"['Antihelminthic drugs given during the second trimester of pregnancy may reduce maternal anaemia and the number of women with worms, but with no impact on other maternal or pregnancy outcomes.']",6,0.8,4,15
CD005547,3,12,Further data is needed to establish the benefit of antihelminthic treatment on other maternal and pregnancy outcomes.,rephrase,"['Further research is needed among particular groups of women and on the effectiveness of additional interventions with antihelminthics, including health education.']",7,0.8666666666666667,5,15
CD005576,0,2,All trials assessed haematological parameters peri-operatively and up to three days post-operatively.,rephrase,['All studies monitored fluid levels during the operation and up to three days after.'],5,0.2142857142857142,2,14
CD005576,1,3,"There were three (< 1%) deaths reported in the IS group and four (< 1%) in the HS group, as assessed at 90 days in one study.",rephrase,"['There were seven deaths in total, three (less than 1%) from the IS group and four (less than 1%) from the HS group.']",6,0.2857142857142857,2,14
CD005576,1,4,There were no reports of serious adverse events.,rephrase,['The studies did not report the occurrence of serious adverse events.'],7,0.3571428571428571,2,14
CD005576,1,7,The maximum average serum sodium ranged between 138.5 and 159 in HS groups compared to between 136 and 143 meq/L in the IS groups.,rephrase,['The IS group had a median of 139 meq/L and the HS group was 7.73 meq/L higher.'],9,0.5714285714285714,3,14
CD005576,1,8,"The maximum serum sodium was significantly higher in HS participants (MD 7.73, 95% CI 5.84 to 9.62; P < 0.00001), although the level remained within normal limits (136 to 146 meq/L).",rephrase,['The normal acceptable range is 136 to 146 meq/L.'],10,0.6428571428571429,4,14
CD005576,2,10,The quality of the evidence for the outcomes reported ranged from high to very low.,rephrase,"['We assessed the quality of evidence for deaths to be very low, and future studies are likely to change the result reported here.']",11,0.7857142857142857,4,14
CD005590,0,2,"Compared to no treatment or treatment with fluoroquinolones (inactive against Pneumocystis), there was an 85% reduction in the occurrence of PCP in patients receiving prophylaxis with trimethoprim/sulfamethoxazole, RR of 0.15 (95% CI 0.04 to 0.62; 10 trials, 1000 patients).",rephrase,"['This review of randomised controlled trials (RCTs) found that prophylaxis with trimethoprim/sulfamethoxazole, an antibiotic effective against PCP, significantly reduced the occurrence of PCP by 85%.']",1,0.3,2,10
CD005590,0,4,"PCP-related mortality was also significantly reduced, RR of 0.17 (95% CI 0.03 to 0.94; nine trials, 886 patients) (low quality of evidence due to possible risk of bias and imprecision), but in trials comparing PCP prophylaxis against placebo or no treatment there was no significant effect on all-cause mortality (low quality of evidence due to imprecision).",rephrase,['We found no evidence for a reduction in all cause mortality.'],2,0.5,3,10
